"Shape Area","Type","Households","Quality Flags","name","GeoUID","CSD_UID","Population","CT_UID","Dwellings","CD_UID","CMA_UID","Region Name","Area (sq km)","v_CA21_10: Total - Age","v_CA21_9: Total - Age","v_CA21_8: Total - Age","v_CA21_601: Income statistics in 2020 for the population aged 15 years and over in private households","v_CA21_646: Composition of total income in 2020 of the population aged 15 years and over in private households","v_CA21_645: Composition of total income in 2020 of the population aged 15 years and over in private households","v_CA21_600: Income statistics in 2020 for the population aged 15 years and over in private households","v_CA21_4873: Total - Visible minority for the population in private households","v_CA21_4874: Total - Visible minority for the population in private households","v_CA21_4918: Total - Ethnic or cultural origin for the population in private households","v_CA21_4919: Total - Ethnic or cultural origin for the population in private households","v_CA21_5800: Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households","v_CA21_5801: Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households","v_CA21_5809: Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households","v_CA21_5810: Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households","v_CA21_5818: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households","v_CA21_5819: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households","Longitude","Latitude"
0.0544,"DA",318,"0","35250436","35250436","3525005",588,"5370036.00",344,"3525","35537","35250436",0.0544,280,310,585,215,100,100,310,340,275,340,270,310,215,210,170,310,220,-79.8620576714586,43.2502786494866
0.1044,"DA",272,"0","35250437","35250437","3525005",477,"5370035.00",343,"3525","35537","35250437",0.1044,240,235,480,215,100,100,180,185,215,185,220,180,215,135,140,180,215,-79.8593688239344,43.2502857168552
0.066,"DA",210,"0","35250438","35250438","3525005",363,"5370034.00",227,"3525","35537","35250438",0.066,155,210,360,125,100,100,175,190,145,195,145,175,125,145,105,180,125,-79.8625414986812,43.2482907957378
0.0287,"DA",292,"0","35250439","35250439","3525005",632,"5370034.00",311,"3525","35537","35250439",0.0287,330,300,630,320,100,100,250,280,375,280,380,250,320,160,200,250,325,-79.8650150557775,43.2483536734587
0.0768,"DA",428,"0","35250440","35250440","3525005",627,"5370034.00",494,"3525","35537","35250440",0.0768,305,320,630,335,100,100,290,310,365,310,360,285,335,235,250,290,335,-79.8657073804694,43.2476132859023
0.4128,"DA",425,"0","35250441","35250441","3525005",762,"5370034.00",501,"3525","35537","35250441",0.4128,385,375,760,345,100,100,360,435,425,435,425,360,345,265,245,360,345,-79.8626560811255,43.2458171755633
0.1896,"DA",317,"0","35250442","35250442","3525005",642,"5370020.00",329,"3525","35537","35250442",0.1896,335,305,640,345,100,100,280,335,390,330,390,280,345,195,220,280,345,-79.8601176770692,43.243437057225
0.108,"DA",192,"0","35250443","35250443","3525005",460,"5370020.00",203,"3525","35537","35250443",0.108,235,220,460,205,100,100,180,205,230,205,230,180,205,125,140,180,205,-79.8566972075526,43.242089219833
0.1722,"DA",332,"0","35250444","35250444","3525005",563,"5370021.00",349,"3525","35537","35250444",0.1722,305,260,565,260,100,100,210,240,275,235,275,210,260,135,155,215,265,-79.8484997777233,43.241054862162
0.3099,"DA",177,"0","35250445","35250445","3525005",439,"5370033.00",190,"3525","35537","35250445",0.3099,235,205,440,180,100,100,185,200,225,200,220,185,185,120,130,185,180,-79.8471077015044,43.2434478839407
0.0758,"DA",252,"0","35250446","35250446","3525005",562,"5370033.00",276,"3525","35537","35250446",0.0758,275,290,560,250,100,100,245,280,270,285,270,245,250,190,165,245,250,-79.8474625767973,43.2463440310563
0.0436,"DA",153,"0","35250447","35250447","3525005",448,"5370033.00",181,"3525","35537","35250447",0.0436,245,200,450,130,100,100,150,165,155,165,155,150,130,125,115,145,135,-79.850204202464,43.2467333072209
0.0963,"DA",410,"0","35250448","35250448","3525005",795,"5370033.00",477,"3525","35537","35250448",0.0963,380,410,795,360,100,100,385,440,400,445,405,385,360,295,280,385,360,-79.8477735206485,43.248631548171
0.046,"DA",235,"0","35250449","35250449","3525005",485,"5370035.00",262,"3525","35537","35250449",0.046,235,250,485,200,100,100,220,240,215,245,215,225,200,170,140,220,200,-79.8512974027423,43.2491307066641
0.0586,"DA",235,"0","35250450","35250450","3525005",545,"5370035.00",258,"3525","35537","35250450",0.0586,270,275,545,220,100,100,185,215,245,210,240,185,220,125,145,185,220,-79.8531196042761,43.2495769635418
0.0235,"DA",137,"0","35250451","35250451","3525005",250,"5370035.00",145,"3525","35537","35250451",0.0235,120,130,250,130,100,100,120,135,140,140,145,120,130,85,80,120,130,-79.8541820457362,43.2473171719059
0.0466,"DA",191,"0","35250452","35250452","3525005",379,"5370035.00",216,"3525","35537","35250452",0.0466,195,185,380,170,100,100,160,160,185,160,180,160,175,115,105,160,175,-79.8526741046465,43.2467593116883
0.0457,"DA",215,"0","35250453","35250453","3525005",437,"5370035.00",236,"3525","35537","35250453",0.0457,225,210,440,185,100,100,170,180,210,180,205,170,185,125,135,170,190,-79.8570634802142,43.2479635451376
0.0606,"DA",356,"0","35250454","35250454","3525005",654,"5370035.00",409,"3525","35537","35250454",0.0606,330,320,655,330,100,100,290,345,355,340,350,290,330,195,260,290,335,-79.8552348987077,43.2494951693387
0.0577,"DA",262,"0","35250455","35250455","3525005",742,"5370035.00",303,"3525","35537","35250455",0.0577,335,405,740,175,100,100,250,275,190,275,190,250,175,205,145,250,175,-79.8567685016219,43.2505811239865
0.0908,"DA",355,"0","35250456","35250456","3525005",637,"5370050.00",424,"3525","35537","35250456",0.0908,315,320,635,210,100,100,245,280,235,280,235,245,210,95,110,245,210,-79.8565419678033,43.2532173245844
0.0094,"DA",0,"0","35250457","35250457","3525005",59,"5370050.00",0,"3525","35537","35250457",0.0094,30,30,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8588444723802,43.2530248915601
0.0184,"DA",247,"0","35250458","35250458","3525005",504,"5370050.00",272,"3525","35537","35250458",0.0184,270,235,505,205,100,100,160,210,250,210,245,160,205,95,145,160,205,-79.8530046715667,43.2530145526606
0.1227,"DA",375,"0","35250459","35250459","3525005",894,"5370050.00",452,"3525","35537","35250459",0.1227,455,435,895,320,100,100,290,360,395,360,395,290,320,210,245,290,320,-79.8511831909338,43.2521520391415
0.0565,"DA",172,"0","35250460","35250460","3525005",412,"5370050.00",185,"3525","35537","35250460",0.0565,210,205,410,155,100,100,210,225,185,230,190,210,155,130,125,210,155,-79.8513063958835,43.2542064563506
0.0631,"DA",174,"0","35250461","35250461","3525005",482,"5370050.00",191,"3525","35537","35250461",0.0631,235,240,485,250,100,100,245,330,315,325,315,245,250,170,180,245,250,-79.8497300380758,43.2555217087942
0.0613,"DA",177,"0","35250462","35250462","3525005",436,"5370050.00",203,"3525","35537","35250462",0.0613,215,220,435,215,100,100,200,235,250,230,250,200,215,155,150,200,215,-79.8531506218809,43.2557048069855
0.0634,"DA",224,"0","35250463","35250463","3525005",466,"5370050.00",243,"3525","35537","35250463",0.0634,240,230,465,165,100,100,210,240,200,245,200,210,165,150,125,215,165,-79.8554025590882,43.2556308861014
0.0664,"DA",176,"0","35250464","35250464","3525005",381,"5370050.00",201,"3525","35537","35250464",0.0664,175,205,380,170,100,100,205,215,215,215,215,200,170,145,135,200,170,-79.856809698434,43.2566179613329
0.011,"DA",336,"0","35250465","35250465","3525005",798,"5370049.00",360,"3525","35537","35250465",0.011,390,405,800,295,100,100,405,455,395,455,390,405,295,300,230,405,300,-79.8584706251306,43.2569699297954
0.1333,"DA",299,"0","35250466","35250466","3525005",671,"5370049.00",336,"3525","35537","35250466",0.1333,320,350,670,230,100,100,255,280,265,285,270,255,230,190,155,255,230,-79.8609539380884,43.2578913582792
0.1049,"DA",583,"0","35250467","35250467","3525005",925,"5370049.00",659,"3525","35537","35250467",0.1049,445,485,925,500,100,100,420,505,590,500,590,420,495,260,280,420,500,-79.8610402777329,43.2553116984291
0.1964,"DA",401,"0","35250468","35250468","3525005",797,"5370049.00",565,"3525","35537","35250468",0.1964,375,420,800,220,100,100,245,260,235,265,235,245,220,195,155,250,220,-79.8658739874011,43.2579203279032
0.0642,"DA",195,"0","35250471","35250471","3525005",453,"5370063.00",217,"3525","35537","35250471",0.0642,210,245,455,235,100,100,235,275,265,275,270,230,235,140,175,235,235,-79.8631921298366,43.2629346390804
0.1131,"DA",220,"0","35250472","35250472","3525005",446,"5370063.00",249,"3525","35537","35250472",0.1131,220,225,445,205,100,100,250,280,230,280,230,245,205,200,125,250,205,-79.8636161925733,43.264569887803
0.1743,"DA",139,"0","35250473","35250473","3525005",728,"5370063.00",165,"3525","35537","35250473",0.1743,160,570,730,115,NA,NA,90,115,125,110,125,90,115,60,65,90,115,-79.858806900994,43.2631332045829
0.1571,"DA",316,"0","35250474","35250474","3525005",721,"5370063.00",352,"3525","35537","35250474",0.1571,365,355,725,290,100,100,285,370,410,370,405,285,290,205,190,285,285,-79.8591903865204,43.2604048629568
0.1608,"DA",216,"0","35250475","35250475","3525005",463,"5370062.00",251,"3525","35537","35250475",0.1608,220,245,460,160,100,100,205,245,215,245,220,205,160,160,135,205,160,-79.853827034088,43.2615302789164
0.0596,"DA",178,"0","35250476","35250476","3525005",498,"5370062.00",203,"3525","35537","35250476",0.0596,250,250,500,185,100,100,160,200,225,200,220,155,185,115,130,160,190,-79.85502679503,43.2586519314214
0.0637,"DA",214,"0","35250477","35250477","3525005",467,"5370062.00",247,"3525","35537","35250477",0.0637,220,250,465,215,100,100,215,255,245,255,250,220,215,180,160,215,215,-79.8516719824345,43.2600511897949
0.0652,"DA",170,"0","35250478","35250478","3525005",455,"5370062.00",192,"3525","35537","35250478",0.0652,235,220,455,200,100,100,170,210,250,210,250,170,200,120,155,170,200,-79.8506243179262,43.25850936941
0.1005,"DA",253,"0","35250479","35250479","3525005",602,"5370062.00",281,"3525","35537","35250479",0.1005,315,290,605,295,100,100,280,355,345,350,345,280,295,175,215,275,295,-79.8481358629853,43.2578577257463
0.0906,"DA",212,"0","35250480","35250480","3525005",503,"5370062.00",235,"3525","35537","35250480",0.0906,235,265,505,170,100,100,225,265,225,265,230,225,170,185,150,225,170,-79.8488448102504,43.2614089566789
0.0462,"DA",161,"0","35250481","35250481","3525005",422,"5370062.00",182,"3525","35537","35250481",0.0462,205,215,420,150,100,100,130,155,165,155,170,125,150,70,105,125,145,-79.8461945629955,43.2606603778892
0.0793,"DA",190,"0","35250482","35250482","3525005",522,"5370067.00",197,"3525","35537","35250482",0.0793,240,280,520,230,100,100,235,295,285,295,285,235,235,170,195,235,230,-79.8452229948829,43.2640539464653
0.0945,"DA",187,"0","35250483","35250483","3525005",516,"5370067.00",193,"3525","35537","35250483",0.0945,270,245,520,210,100,100,220,255,270,250,270,220,210,190,155,220,215,-79.8486697519903,43.2636721701973
1.5563,"DA",159,"0","35250484","35250484","3525005",404,"5370067.00",172,"3525","35537","35250484",1.5563,190,215,405,180,100,100,190,230,210,225,210,190,180,125,140,190,180,-79.8415810358387,43.2706128069308
0.1162,"DA",222,"0","35250485","35250485","3525005",555,"5370066.00",232,"3525","35537","35250485",0.1162,270,280,555,215,100,100,240,270,255,270,255,240,215,160,165,235,215,-79.854320358508,43.2683198698859
0.1135,"DA",296,"0","35250486","35250486","3525005",736,"5370066.00",302,"3525","35537","35250486",0.1135,370,365,735,310,100,100,330,410,415,410,415,330,310,210,230,335,310,-79.8558543135644,43.2724177649153
0.0722,"DA",168,"0","35250487","35250487","3525005",385,"5370066.00",181,"3525","35537","35250487",0.0722,200,185,385,180,100,100,155,180,215,185,215,155,180,100,135,160,180,-79.8567757438401,43.2687826210483
0.1442,"DA",227,"0","35250488","35250488","3525005",521,"5370066.00",237,"3525","35537","35250488",0.1442,270,250,515,180,100,100,205,220,195,220,195,210,180,170,130,205,175,-79.8608379713926,43.2693479033178
0.0873,"DA",156,"0","35250489","35250489","3525005",388,"5370066.00",161,"3525","35537","35250489",0.0873,195,195,390,175,100,100,165,200,195,205,195,165,180,105,115,165,175,-79.8617429597535,43.2670316800403
0.111,"DA",150,"0","35250490","35250490","3525005",397,"5370066.00",154,"3525","35537","35250490",0.111,200,195,395,210,100,100,150,205,250,205,255,150,210,100,145,155,210,-79.8575780580451,43.2659755453847
0.0579,"DA",18,"0","35250491","35250491","3525005",36,"5370066.00",19,"3525","35537","35250491",0.0579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.865703046932,43.2677611010656
0.0556,"DA",155,"0","35250492","35250492","3525005",378,"5370066.00",162,"3525","35537","35250492",0.0556,190,185,375,155,100,100,165,185,180,185,185,160,155,115,100,165,155,-79.8650500483301,43.2696784652815
0.0647,"DA",177,"0","35250493","35250493","3525005",392,"5370066.00",189,"3525","35537","35250493",0.0647,195,200,395,160,100,100,175,205,180,200,180,175,160,110,115,170,160,-79.8644657088422,43.2715296052507
0.0602,"DA",188,"0","35250494","35250494","3525005",350,"5370066.00",199,"3525","35537","35250494",0.0602,165,185,350,180,100,100,160,175,190,175,185,160,180,95,110,160,180,-79.8612081323645,43.2721179509443
0.0793,"DA",194,"0","35250495","35250495","3525005",491,"5370066.00",203,"3525","35537","35250495",0.0793,250,240,495,200,100,100,180,225,220,220,220,180,200,130,150,180,200,-79.858509426737,43.2723049839806
0.5023,"DA",91,"0","35250496","35250496","3525005",187,"5370066.00",97,"3525","35537","35250496",0.5023,90,100,185,80,NA,NA,75,90,95,90,95,80,80,50,50,75,80,-79.86045467226,43.2734627028686
0.2536,"DA",262,"0","35250497","35250497","3525005",608,"5370064.00",295,"3525","35537","35250497",0.2536,300,310,605,220,100,100,225,255,230,260,235,225,215,180,185,225,220,-79.8699922830593,43.2662371839587
0.1332,"DA",292,"0","35250498","35250498","3525005",634,"5370064.00",322,"3525","35537","35250498",0.1332,310,330,635,260,100,100,275,300,275,300,275,280,260,195,185,275,260,-79.869114554863,43.2626786633873
1.6803,"DA",277,"0","35250499","35250499","3525005",605,"5370065.00",292,"3525","35537","35250499",1.6803,310,295,605,275,100,100,255,305,330,305,335,255,275,175,195,255,275,-79.8841413569638,43.2790648430087
0.1067,"DA",212,"0","35250501","35250501","3525005",516,"5370046.00",224,"3525","35537","35250501",0.1067,270,245,520,240,100,100,230,265,285,270,290,235,240,145,160,230,240,-79.8986267002821,43.2684762669843
0.1083,"DA",214,"0","35250502","35250502","3525005",562,"5370046.00",235,"3525","35537","35250502",0.1083,280,280,565,210,100,100,195,250,240,245,240,195,210,130,135,195,205,-79.8998057738974,43.2654947231989
0.2488,"DA",260,"0","35250503","35250503","3525005",576,"5370046.00",283,"3525","35537","35250503",0.2488,265,315,575,185,100,100,240,260,205,260,200,240,185,170,120,240,185,-79.8990752481244,43.2610567256334
0.0473,"DA",322,"0","35250504","35250504","3525005",652,"5370046.00",350,"3525","35537","35250504",0.0473,320,330,650,295,100,100,305,335,345,330,340,305,295,210,200,305,300,-79.895530544635,43.2611346480257
1.0854,"DA",280,"0","35250506","35250506","3525005",628,"5370042.00",338,"3525","35537","35250506",1.0854,325,305,630,280,100,100,250,290,310,290,315,250,280,180,185,250,280,-79.8992532412902,43.2558762072903
0.0913,"DA",237,"0","35250507","35250507","3525005",558,"5370042.00",244,"3525","35537","35250507",0.0913,300,265,555,220,100,100,205,265,265,260,265,205,220,145,155,200,220,-79.8948694013848,43.2525314022726
0.1015,"DA",195,"0","35250508","35250508","3525005",512,"5370017.00",199,"3525","35537","35250508",0.1015,265,245,510,210,100,100,185,220,265,220,265,180,210,100,125,180,210,-79.8966780175307,43.2492394275811
0.1231,"DA",249,"0","35250509","35250509","3525005",581,"5370017.00",268,"3525","35537","35250509",0.1231,300,275,580,245,100,100,240,270,285,275,285,240,245,155,160,240,245,-79.8941118322065,43.2488312803385
0.1064,"DA",209,"0","35250510","35250510","3525005",548,"5370017.00",232,"3525","35537","35250510",0.1064,280,270,550,235,100,100,225,275,320,280,315,225,235,165,155,220,235,-79.8903034485103,43.2491037413134
0.121,"DA",323,"0","35250511","35250511","3525005",719,"5370042.00",341,"3525","35537","35250511",0.121,390,330,720,365,100,100,285,350,395,350,400,285,365,200,225,285,365,-79.8898409945213,43.2517352341291
0.0818,"DA",217,"0","35250512","35250512","3525005",445,"5370042.00",236,"3525","35537","35250512",0.0818,240,200,445,175,100,100,170,205,245,210,250,170,180,145,135,170,175,-79.8889073828694,43.2538785334674
0.138,"DA",250,"0","35250513","35250513","3525005",503,"5370042.00",280,"3525","35537","35250513",0.138,240,265,505,200,100,100,200,230,230,230,230,200,205,160,150,200,200,-79.8879373983248,43.2562317518789
1.9006,"DA",340,"0","35250514","35250514","3525005",868,"5370017.00",346,"3525","35537","35250514",1.9006,450,415,870,400,100,100,350,405,445,400,440,350,400,190,230,350,400,-79.9079177034728,43.2477198324303
0.2394,"DA",159,"0","35250515","35250515","3525005",437,"5370014.00",162,"3525","35537","35250515",0.2394,220,215,435,200,100,NA,210,245,220,245,225,210,200,135,115,210,205,-79.8998656371217,43.2426638482331
0.8054,"DA",314,"0","35250516","35250516","3525005",884,"5370013.00",331,"3525","35537","35250516",0.8054,440,450,885,370,100,100,365,400,430,405,430,365,370,205,235,365,370,-79.891480465009,43.2388708862675
0.1337,"DA",138,"0","35250517","35250517","3525005",364,"5370013.00",146,"3525","35537","35250517",0.1337,170,190,360,135,100,100,165,205,145,205,150,165,135,90,90,170,135,-79.8942510670169,43.233770055513
0.1801,"DA",128,"0","35250518","35250518","3525005",325,"5370013.00",128,"3525","35537","35250518",0.1801,170,160,325,160,100,100,135,175,185,170,185,135,165,90,105,135,165,-79.8902865765928,43.2355479100321
0.2236,"DA",261,"0","35250519","35250519","3525005",705,"5370013.00",265,"3525","35537","35250519",0.2236,355,355,705,300,100,100,265,325,360,330,360,265,300,175,175,260,300,-79.8903198428474,43.231767999854
0.2037,"DA",262,"0","35250520","35250520","3525005",675,"5370013.00",274,"3525","35537","35250520",0.2037,340,340,675,250,100,100,325,405,305,405,310,320,250,225,175,325,250,-79.8985649168969,43.2332062815109
0.147,"DA",206,"0","35250521","35250521","3525005",592,"5370003.04",209,"3525","35537","35250521",0.147,275,320,590,190,100,100,255,295,245,295,245,255,190,135,105,255,190,-79.8906163459534,43.2294899219056
0.0704,"DA",99,"0","35250522","35250522","3525005",249,"5370003.04",101,"3525","35537","35250522",0.0704,125,120,250,135,NA,NA,115,120,140,125,140,115,135,65,80,120,135,-79.8915764977351,43.2264271496883
0.1356,"DA",177,"0","35250523","35250523","3525005",511,"5370003.04",181,"3525","35537","35250523",0.1356,260,250,510,225,100,100,185,230,255,230,255,185,220,120,130,185,225,-79.8893044536402,43.2246939909972
0.1088,"DA",139,"0","35250524","35250524","3525005",402,"5370003.04",141,"3525","35537","35250524",0.1088,210,190,405,175,100,100,145,205,220,210,225,145,180,105,120,145,180,-79.8852925359105,43.2242069224184
0.1639,"DA",146,"0","35250525","35250525","3525005",404,"5370003.04",149,"3525","35537","35250525",0.1639,220,185,405,180,100,100,135,165,195,170,195,135,180,85,95,135,180,-79.8874225351196,43.2211990902304
0.3767,"DA",540,"0","35250526","35250526","3525005",1342,"5370003.04",558,"3525","35537","35250526",0.3767,750,595,1340,605,100,100,410,550,730,550,730,415,605,225,355,410,600,-79.8951139543402,43.2250396702542
0.1597,"DA",177,"0","35250527","35250527","3525005",457,"5370004.01",180,"3525","35537","35250527",0.1597,230,225,455,160,100,100,160,195,195,195,195,160,160,85,110,160,160,-79.8826544746418,43.2222810436925
0.1138,"DA",171,"0","35250528","35250528","3525005",419,"5370004.01",175,"3525","35537","35250528",0.1138,215,205,420,210,100,100,180,205,235,200,235,180,210,105,100,180,210,-79.8802029725393,43.221356876481
